wealth - salary,wealth - investment gain,wealth - rental income,wealth - business revenue,wealth - inheritance,wealth - others,fund - salary,fund - investment gain,fund - rental income,fund - business revenue,fund - inheritance,fund - others,Age,Occupation,Industry,speed_of_payment,Income,Adjusted Income,Annual Income,Adjusted Annual Income,Income Multiplier Based on Age,Wealth Indicator,Net Worth,Proposed Subscription Amount,Net Worth / Total Commitment,Income / Total Commitment
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,87,51 Personal Service Workers,Unknown Industry,45,5407.079999999999,0,64884.95999999999,0,2,50000,179769.91999999998,2000,89.88495999999999,32.442479999999996
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,59,83 Drivers & Mobile Machinery Operators,Unknown Industry,30,5670.84,5670.84,68050.08,68050.08,4,0,272200.32,11000,24.745483636363637,6.186370909090909
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,21,12 Administrative & Commercial Managers,Management,40,12048,12048,144576,144576,1.5,50000,266864,21000,12.707809523809523,6.884571428571428
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40,33 Business & Administration Associate Professionals,Business & Administration,47,6822,6822,81864,81864,3,50000,295592,18000,16.421777777777777,4.548
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,75,24 Business & Administration Professionals,Business & Administration,23,7191,0,86292,0,2,50000,222584,6000,37.09733333333333,14.382
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,46,33 Business & Administration Associate Professionals,Business & Administration,45,5074,5074,60888,60888,3,50000,232664,13000,17.89723076923077,4.683692307692308
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,36,"14 Hospitality, Retail & Related Services Managers",Hospitality & Retail,33,8467,8467,101604,101604,2,0,203208,13000,15.631384615384615,7.8156923076923075
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,21,12 Administrative & Commercial Managers,Management,45,12567,12567,150804,150804,1.5,0,226206,18000,12.567,8.378
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,38,32 Health Associate Professionals,Health,32,6376.320000000001,6376.320000000001,76515.84000000001,76515.84000000001,2,50000,203031.68000000002,13000,15.61782153846154,5.885833846153847
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,58,"72 Metal, Machinery & Related Trades Workers",Unknown Industry,21,3944.96,3944.96,47339.52,47339.52,4,0,189358.08,8000,23.66976,5.91744
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,75,51 Personal Service Workers,Unknown Industry,23,8166.4,0,97996.8,0,2,50000,245993.6,6000,40.99893333333333,16.3328
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50,36 Teaching Associate Professionals,Unknown Industry,40,5960.4,5960.4,71524.79999999999,71524.79999999999,4,0,286099.19999999995,14000,20.43565714285714,5.108914285714285
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,63,41 General & Keyboard Clerks,Unknown Industry,42,4789.33,4789.33,57471.96,57471.96,3.5,0,201151.86,7000,28.735979999999998,8.21028
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,69,94 Food Preparation & Kitchen Assistants,Unknown Industry,30,6060.400000000001,0,72724.8,0,3.5,50000,304536.80000000005,9000,33.83742222222223,8.080533333333333
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,12 Administrative & Commercial Managers,Management,46,10968,10968,131616,131616,3.5,50000,510656,20000,25.5328,6.5808
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,63,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,23,5931.8,5931.8,71181.6,71181.6,3.5,50000,299135.60000000003,11000,27.194145454545456,6.471054545454546
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,46,42 Customer Services Officers & Clerks,Customer Service,39,3331,3331,39972,39972,3,50000,169916,9000,18.879555555555555,4.441333333333334
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,60,94 Food Preparation & Kitchen Assistants,Unknown Industry,27,4041.7,4041.7,48500.4,48500.4,3.5,50000,219751.4,9000,24.416822222222223,5.388933333333333
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,22,13 Production & Specialised Services Managers,Unknown Industry,33,4245.8,4245.8,50949.600000000006,50949.600000000006,1.5,50000,126424.40000000001,10000,12.64244,5.09496
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,52,83 Drivers & Mobile Machinery Operators,Unknown Industry,40,6128.06,6128.06,73536.72,73536.72,4,50000,344146.88,17000,20.243934117647058,4.325689411764706
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18,"14 Hospitality, Retail & Related Services Managers",Hospitality & Retail,31,8108,8108,97296,97296,1.5,50000,195944,16000,12.2465,6.081
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,23,83 Drivers & Mobile Machinery Operators,Unknown Industry,36,4900.17,4900.17,58802.04,58802.04,1.5,0,88203.06,7000,12.600437142857142,8.400291428571428
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73,12 Administrative & Commercial Managers,Management,50,11154,0,133848,0,2,50000,317696,9000,35.29955555555556,14.872
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23,21 Science & Engineering Professionals,Science & Engineering,34,7426.98,7426.98,89123.76,89123.76,1.5,50000,183685.63999999998,14000,13.120402857142857,6.365982857142857
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,91 Cleaners & Related Workers,Unknown Industry,48,5227.3,5227.3,62727.600000000006,62727.600000000006,3.5,50000,269546.60000000003,11000,24.504236363636366,5.702509090909092
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27,33 Business & Administration Associate Professionals,Business & Administration,28,6247,6247,74964,74964,1.5,50000,162446,12000,13.537166666666666,6.247
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61,33 Business & Administration Associate Professionals,Business & Administration,45,7642,7642,91704,91704,3.5,0,320964,13000,24.68953846153846,7.054153846153846
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56,25 Information & Communications Technology Professionals,Unknown Industry,54,7402.5,7402.5,88830,88830,4,50000,405320,18000,22.517777777777777,4.935
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,22 Health Professionals,Unknown Industry,15,4503.799999999999,0,54045.59999999999,0,2,0,108091.19999999998,3000,36.03039999999999,18.015199999999997
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,21 Science & Engineering Professionals,Science & Engineering,32,9886.25,9886.25,118635,118635,4,50000,524540,24000,21.855833333333333,4.943125
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,54 Protective Services Workers,Unknown Industry,45,5144.639999999999,2572.32,61735.67999999999,30867.84,3.5,50000,266074.88,9000,29.563875555555555,6.859519999999999
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,41,51 Personal Service Workers,Unknown Industry,37,5843.040000000001,5843.040000000001,70116.48000000001,70116.48000000001,3,0,210349.44000000003,12000,17.529120000000002,5.843040000000001
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,21 Science & Engineering Professionals,Science & Engineering,43,4758.55,4758.55,57102.600000000006,57102.600000000006,1.5,50000,135653.90000000002,10000,13.565390000000003,5.710260000000001
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,40,42 Customer Services Officers & Clerks,Customer Service,33,4381,4381,52572,52572,3,50000,207716,12000,17.309666666666665,4.381
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,57,33 Business & Administration Associate Professionals,Business & Administration,40,5702,5702,68424,68424,4,0,273696,12000,22.808,5.702
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,41,43 Numerical & Material-Recording Clerks,Clerical Support,38,4379,4379,52548,52548,3,0,157644,9000,17.516,5.838666666666667
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,24 Business & Administration Professionals,Business & Administration,51,10520,10520,126240,126240,4,50000,554960,25000,22.1984,5.0496
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,82,51 Personal Service Workers,Unknown Industry,42,5256.16,0,63073.92,0,2,0,126147.84,2000,63.07392,31.53696
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,70,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,43,11968.6,0,143623.19999999998,0,2,50000,337246.39999999997,10000,33.724639999999994,14.362319999999999
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,83 Drivers & Mobile Machinery Operators,Unknown Industry,35,5563.8,5563.8,66765.6,66765.6,3.5,50000,283679.60000000003,11000,25.789054545454547,6.0696
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48,21 Science & Engineering Professionals,Science & Engineering,35,7076.46,7076.46,84917.52,84917.52,3,50000,304752.56,16000,19.047035,5.307345000000001
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,78,42 Customer Services Officers & Clerks,Customer Service,35,3917,0,47004,0,2,0,94008,2000,47.004,23.502
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,X1 - X5 Workers Not Elsewhere Classified,Unknown Industry,43,5339.36,2669.68,64072.31999999999,32036.16,3.5,50000,274253.12,9000,30.472568888888887,7.119146666666666
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,49,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,35,5801.25,5801.25,69615,69615,3,50000,258845,13000,19.911153846153844,5.355
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,42,3313.52,3313.52,39762.24,39762.24,1.5,0,59643.36,4000,14.91084,9.94056
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,77,83 Drivers & Mobile Machinery Operators,Unknown Industry,60,5419.89,0,65038.68000000001,0,2,0,130077.36000000002,3000,43.359120000000004,21.679560000000002
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52,94 Food Preparation & Kitchen Assistants,Unknown Industry,48,4294.4,4294.4,51532.8,51532.8,4,0,206131.2,10000,20.613120000000002,5.1532800000000005
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,58,12 Administrative & Commercial Managers,Management,36,8178,8178,98136,98136,4,0,392544,16000,24.534,6.1335
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61,12 Administrative & Commercial Managers,Management,52,11112,11112,133344,133344,3.5,0,466704,18000,25.928,7.408
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52,42 Customer Services Officers & Clerks,Customer Service,35,4489,4489,53868,53868,4,0,215472,10000,21.5472,5.3868
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,46,21 Science & Engineering Professionals,Science & Engineering,19,9325.24,9325.24,111902.88,111902.88,3,0,335708.64,18000,18.65048,6.216826666666667
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,13 Production & Specialised Services Managers,Unknown Industry,29,4901.25,4901.25,58815,58815,4,50000,285260,13000,21.943076923076923,4.524230769230769
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,23 Teaching & Training Professionals,Education,21,5344,5344,64128,64128,2,0,128256,9000,14.250666666666667,7.125333333333334
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,25 Information & Communications Technology Professionals,Unknown Industry,36,4535.7,4535.7,54428.4,54428.4,3.5,50000,240499.4,10000,24.04994,5.44284
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,60,91 Cleaners & Related Workers,Unknown Industry,40,4332.900000000001,4332.900000000001,51994.8,51994.8,3.5,50000,231981.80000000002,9000,25.77575555555556,5.777200000000001
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,84,21 Science & Engineering Professionals,Science & Engineering,56,11006.38,0,132076.56,0,2,50000,314153.12,5000,62.830624,26.415312
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,71,24 Business & Administration Professionals,Business & Administration,43,10617,0,127404,0,2,50000,304808,9000,33.867555555555555,14.156
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27,21 Science & Engineering Professionals,Science & Engineering,37,5101.23,5101.23,61214.76,61214.76,1.5,0,91822.14,7000,13.117448571428572,8.744965714285714
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,65,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,48,12013.65,6006.825000000001,144163.80000000002,72081.90000000001,3.5,0,504573.30000000005,18000,28.031850000000002,8.0091
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,51 Personal Service Workers,Unknown Industry,17,3180.6,3180.6,38167.2,38167.2,1.5,0,57250.799999999996,4000,14.3127,9.541799999999999
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65,42 Customer Services Officers & Clerks,Customer Service,42,3519,1759.5,42228,21114,3.5,50000,197798,7000,28.256857142857143,6.032571428571429
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,69,36 Teaching Associate Professionals,Unknown Industry,47,7896.590000000001,0,94759.08000000002,0,3.5,50000,381656.78,12000,31.80473166666667,7.8965900000000016
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,21 Science & Engineering Professionals,Science & Engineering,25,8346,8346,100152,100152,3.5,50000,400532,16000,25.03325,6.2595
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,25,23 Teaching & Training Professionals,Education,51,4608.45,4608.45,55301.4,55301.4,1.5,50000,132952.1,10000,13.29521,5.53014
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,35,X1 - X5 Workers Not Elsewhere Classified,Unknown Industry,43,6268.5,6268.5,75222,75222,2,50000,200444,13000,15.41876923076923,5.786307692307692
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,35,7094.250000000001,3547.1250000000005,85131.00000000001,42565.50000000001,3.5,50000,347958.50000000006,12000,28.996541666666673,7.0942500000000015
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37,33 Business & Administration Associate Professionals,Business & Administration,46,7898,7898,94776,94776,2,50000,239552,15000,15.970133333333333,6.3184
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24,X1 - X5 Workers Not Elsewhere Classified,Unknown Industry,62,5353.299999999999,5353.299999999999,64239.59999999999,64239.59999999999,1.5,0,96359.4,7000,13.76562857142857,9.177085714285713
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23,43 Numerical & Material-Recording Clerks,Clerical Support,41,4270,4270,51240,51240,1.5,50000,126860,10000,12.686,5.124
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,22,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,42,7433.6,7433.6,89203.20000000001,89203.20000000001,1.5,50000,183804.80000000002,14000,13.128914285714288,6.371657142857144
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,24 Business & Administration Professionals,Business & Administration,35,11795,11795,141540,141540,3.5,50000,545390,21000,25.97095238095238,6.74
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,46,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,31,7881.039999999999,7881.039999999999,94572.47999999998,94572.47999999998,3,50000,333717.43999999994,18000,18.539857777777776,5.2540266666666655
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,12 Administrative & Commercial Managers,Management,48,11301,11301,135612,135612,3.5,50000,524642,21000,24.98295238095238,6.457714285714285
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,40,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,31,7153.3,7153.3,85839.6,85839.6,3,0,257518.80000000002,15000,17.167920000000002,5.72264
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,44,24 Business & Administration Professionals,Business & Administration,40,7461,7461,89532,89532,3,0,268596,15000,17.9064,5.9688
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52,36 Teaching Associate Professionals,Unknown Industry,35,6234.2,6234.2,74810.4,74810.4,4,0,299241.6,14000,21.374399999999998,5.3435999999999995
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,64,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,44,9327.74,4663.87,111932.88,55966.44,3.5,0,391765.08,14000,27.983220000000003,7.9952057142857145
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20,"14 Hospitality, Retail & Related Services Managers",Hospitality & Retail,43,7384,7384,88608,88608,1.5,0,132912,11000,12.08290909090909,8.055272727272728
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,76,25 Information & Communications Technology Professionals,Unknown Industry,50,5352.36,0,64228.31999999999,0,2,50000,178456.63999999998,4000,44.61416,16.05708
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,40,24 Business & Administration Professionals,Business & Administration,34,11573,11573,138876,138876,3,50000,466628,28000,16.665285714285716,4.9598571428571425
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,49,36 Teaching Associate Professionals,Unknown Industry,37,5703.67,5703.67,68444.04000000001,68444.04000000001,3,0,205332.12000000002,10000,20.533212000000002,6.844404000000001
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18,"34 Legal, Social, Cultural & Related Associate Professionals",Unknown Industry,30,3173.28,3173.28,38079.36,38079.36,1.5,50000,107119.04000000001,9000,11.902115555555557,4.23104
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29,33 Business & Administration Associate Professionals,Business & Administration,35,7589,7589,91068,91068,1.5,50000,186602,13000,14.354,7.005230769230769
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,23 Teaching & Training Professionals,Education,43,5728.8,5728.8,68745.6,68745.6,3.5,50000,290609.60000000003,11000,26.41905454545455,6.249600000000001
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,23,94 Food Preparation & Kitchen Assistants,Unknown Industry,47,3626.07,3626.07,43512.84,43512.84,1.5,50000,115269.26,9000,12.807695555555554,4.834759999999999
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,53,"96 Waste Collection, Recycling & Material Recovery Workers & Other Elementary Workers",Unknown Industry,30,4468.59,4468.59,53623.08,53623.08,4,50000,264492.32,12000,22.041026666666667,4.46859
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18,"71 Building & Related Trades Workers, Excluding Electricians",Unknown Industry,48,3597.44,3597.44,43169.28,43169.28,1.5,50000,114753.92,9000,12.750435555555555,4.796586666666666
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37,32 Health Associate Professionals,Health,53,6747.42,6747.42,80969.04000000001,80969.04000000001,2,0,161938.08000000002,10000,16.193808,8.096904
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,18,13 Production & Specialised Services Managers,Unknown Industry,44,4812.72,4812.72,57752.64,57752.64,1.5,50000,136628.96,11000,12.420814545454546,5.25024
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,60,91 Cleaners & Related Workers,Unknown Industry,58,6758.7,6758.7,81104.4,81104.4,3.5,50000,333865.39999999997,13000,25.681953846153842,6.2387999999999995
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,69,93 Labourers & Related Workers,Unknown Industry,32,6480.18,0,77762.16,0,3.5,50000,322167.56,10000,32.216756,7.776216000000001
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,43 Numerical & Material-Recording Clerks,Clerical Support,27,4291,4291,51492,51492,1.5,0,77238,6000,12.873,8.582
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54,41 General & Keyboard Clerks,Unknown Industry,22,5348.12,5348.12,64177.44,64177.44,4,0,256709.76,12000,21.39248,5.34812
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,37,42 Customer Services Officers & Clerks,Customer Service,54,3518,3518,42216,42216,2,50000,134432,8000,16.804,5.277
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,76,"14 Hospitality, Retail & Related Services Managers",Hospitality & Retail,46,6375,0,76500,0,2,50000,203000,5000,40.6,15.3
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,32,74 Electrical & Electronic Trades Workers,Unknown Industry,39,4339.08,4339.08,52068.96,52068.96,2,50000,154137.91999999998,10000,15.413791999999999,5.2068959999999995
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,32,52 Sales Workers,Unknown Industry,42,3346.62,3346.62,40159.44,40159.44,2,50000,130318.88,9000,14.479875555555557,4.46216
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,45,13 Production & Specialised Services Managers,Unknown Industry,28,4398.75,4398.75,52785,52785,3,50000,208355,11000,18.941363636363636,4.798636363636364
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61,33 Business & Administration Associate Professionals,Business & Administration,64,6613,6613,79356,79356,3.5,50000,327746,13000,25.21123076923077,6.104307692307692
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,59,83 Drivers & Mobile Machinery Operators,Unknown Industry,41,5465.7300000000005,5465.7300000000005,65588.76000000001,65588.76000000001,4,50000,312355.04000000004,13000,24.027310769230773,5.045289230769232
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,34,13 Production & Specialised Services Managers,Unknown Industry,41,4650.88,4650.88,55810.56,55810.56,2,50000,161621.12,11000,14.69282909090909,5.073687272727272
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40,22 Health Professionals,Unknown Industry,47,6508.700000000001,6508.700000000001,78104.40000000001,78104.40000000001,3,50000,284313.2,17000,16.72430588235294,4.5943764705882355
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23,54 Protective Services Workers,Unknown Industry,44,4331.94,4331.94,51983.28,51983.28,1.5,50000,127974.92,10000,12.797492,5.198328
