wealth - salary,wealth - investment gain,wealth - rental income,wealth - business revenue,wealth - inheritance,wealth - others,fund - salary,fund - investment gain,fund - rental income,fund - business revenue,fund - inheritance,fund - others,Age,Occupation,speed_of_payment
False,True,False,False,False,False,False,True,False,False,False,False,41,"26 Legal, Social, Religious & Cultural Professionals",38
True,False,False,False,False,False,False,False,False,True,False,False,76,22 Health Professionals,35
True,False,False,False,False,False,True,False,False,False,False,False,49,21 Science & Engineering Professionals,29
True,False,False,False,False,False,True,False,False,False,False,False,62,21 Science & Engineering Professionals,23
False,True,False,False,False,False,False,True,False,False,False,False,26,83 Drivers & Mobile Machinery Operators,48
True,False,False,False,False,False,True,False,False,False,False,False,32,22 Health Professionals,40
False,False,False,True,False,False,False,False,False,False,True,False,28,42 Customer Services Officers & Clerks,27
False,True,False,False,False,False,False,True,False,False,False,False,59,"26 Legal, Social, Religious & Cultural Professionals",27
False,True,False,False,False,False,True,False,False,False,False,False,25,42 Customer Services Officers & Clerks,36
False,True,False,False,False,False,True,False,False,False,False,False,36,42 Customer Services Officers & Clerks,56
False,False,False,False,False,True,False,False,False,True,False,False,51,41 General & Keyboard Clerks,37
True,False,False,False,False,False,True,False,False,False,False,False,30,24 Business & Administration Professionals,24
False,True,False,False,False,False,False,False,True,False,False,False,83,33 Business & Administration Associate Professionals,37
True,False,False,False,False,False,False,False,False,False,False,True,77,24 Business & Administration Professionals,37
False,False,True,False,False,False,False,False,False,True,False,False,27,21 Science & Engineering Professionals,13
False,True,False,False,False,False,False,False,False,True,False,False,60,21 Science & Engineering Professionals,39
True,False,False,False,False,False,True,False,False,False,False,False,32,31 Physical & Engineering Science Associate Professionals,37
False,False,True,False,False,False,False,False,False,True,False,False,22,"26 Legal, Social, Religious & Cultural Professionals",46
True,False,False,False,False,False,True,False,False,False,False,False,35,21 Science & Engineering Professionals,58
False,True,False,False,False,False,True,False,False,False,False,False,55,X1 - X5 Workers Not Elsewhere Classified,51
False,True,False,False,False,False,True,False,False,False,False,False,32,33 Business & Administration Associate Professionals,37
True,False,False,False,False,False,False,False,False,False,True,False,26,24 Business & Administration Professionals,28
False,False,False,False,False,True,True,False,False,False,False,False,71,12 Administrative & Commercial Managers,65
False,True,False,False,False,False,False,False,False,True,False,False,25,12 Administrative & Commercial Managers,40
False,True,False,False,False,False,True,False,False,False,False,False,37,93 Labourers & Related Workers,40
True,False,False,False,False,False,True,False,False,False,False,False,57,24 Business & Administration Professionals,39
True,False,False,False,False,False,False,True,False,False,False,False,50,33 Business & Administration Associate Professionals,41
False,True,False,False,False,False,False,False,True,False,False,False,36,25 Information & Communications Technology Professionals,38
True,False,False,False,False,False,True,False,False,False,False,False,83,12 Administrative & Commercial Managers,34
False,False,False,False,True,False,False,False,False,False,False,True,40,"11 Legislators, Senior Officials & Chief Executives",34
False,True,False,False,False,False,False,False,False,False,False,True,39,24 Business & Administration Professionals,39
False,True,False,False,False,False,True,False,False,False,False,False,35,X1 - X5 Workers Not Elsewhere Classified,34
False,True,False,False,False,False,True,False,False,False,False,False,33,54 Protective Services Workers,32
False,False,True,False,False,False,True,False,False,False,False,False,44,"75 Food Processing, Woodworking, Garment, Leather & Other Craft & Related Trades Workers",41
True,False,False,False,False,False,True,False,False,False,False,False,59,36 Teaching Associate Professionals,37
False,False,False,False,False,True,True,False,False,False,False,False,28,25 Information & Communications Technology Professionals,55
False,False,False,True,False,False,False,False,False,False,False,True,70,"26 Legal, Social, Religious & Cultural Professionals",13
False,False,False,False,False,True,True,False,False,False,False,False,20,52 Sales Workers,50
False,False,False,True,False,False,False,False,False,True,False,False,55,22 Health Professionals,52
False,True,False,False,False,False,False,False,True,False,False,False,31,83 Drivers & Mobile Machinery Operators,19
False,False,False,False,False,True,False,True,False,False,False,False,63,12 Administrative & Commercial Managers,36
False,False,False,False,False,True,True,False,False,False,False,False,50,"11 Legislators, Senior Officials & Chief Executives",36
True,False,False,False,False,False,True,False,False,False,False,False,20,33 Business & Administration Associate Professionals,25
True,False,False,False,False,False,True,False,False,False,False,False,29,"71 Building & Related Trades Workers, Excluding Electricians",32
False,True,False,False,False,False,False,False,False,True,False,False,54,"26 Legal, Social, Religious & Cultural Professionals",28
False,False,True,False,False,False,True,False,False,False,False,False,48,33 Business & Administration Associate Professionals,57
False,False,True,False,False,False,False,False,True,False,False,False,82,"75 Food Processing, Woodworking, Garment, Leather & Other Craft & Related Trades Workers",49
False,False,False,False,True,False,True,False,False,False,False,False,51,52 Sales Workers,52
True,False,False,False,False,False,False,False,False,True,False,False,38,21 Science & Engineering Professionals,47
False,False,False,True,False,False,True,False,False,False,False,False,40,X1 - X5 Workers Not Elsewhere Classified,28
False,True,False,False,False,False,False,False,True,False,False,False,24,13 Production & Specialised Services Managers,34
False,False,False,True,False,False,True,False,False,False,False,False,41,"34 Legal, Social, Cultural & Related Associate Professionals",44
False,True,False,False,False,False,True,False,False,False,False,False,30,13 Production & Specialised Services Managers,27
False,True,False,False,False,False,True,False,False,False,False,False,40,21 Science & Engineering Professionals,47
False,False,False,True,False,False,True,False,False,False,False,False,55,33 Business & Administration Associate Professionals,37
False,False,False,True,False,False,True,False,False,False,False,False,32,13 Production & Specialised Services Managers,36
False,False,False,False,True,False,True,False,False,False,False,False,65,31 Physical & Engineering Science Associate Professionals,47
True,False,False,False,False,False,True,False,False,False,False,False,27,13 Production & Specialised Services Managers,44
False,True,False,False,False,False,True,False,False,False,False,False,57,"34 Legal, Social, Cultural & Related Associate Professionals",36
False,False,True,False,False,False,False,False,False,False,True,False,30,21 Science & Engineering Professionals,51
False,False,False,True,False,False,False,False,False,False,False,True,51,83 Drivers & Mobile Machinery Operators,29
False,False,False,False,False,True,True,False,False,False,False,False,38,41 General & Keyboard Clerks,46
True,False,False,False,False,False,False,True,False,False,False,False,55,24 Business & Administration Professionals,45
False,True,False,False,False,False,False,False,False,True,False,False,25,41 General & Keyboard Clerks,36
False,False,False,True,False,False,False,False,False,True,False,False,55,"14 Hospitality, Retail & Related Services Managers",43
False,False,False,False,True,False,False,False,False,True,False,False,73,52 Sales Workers,27
False,True,False,False,False,False,False,False,False,False,False,True,22,33 Business & Administration Associate Professionals,49
False,True,False,False,False,False,True,False,False,False,False,False,53,83 Drivers & Mobile Machinery Operators,38
False,True,False,False,False,False,False,True,False,False,False,False,30,83 Drivers & Mobile Machinery Operators,34
False,True,False,False,False,False,False,False,False,False,False,True,34,33 Business & Administration Associate Professionals,50
False,False,False,True,False,False,False,False,False,False,True,False,21,"26 Legal, Social, Religious & Cultural Professionals",32
True,False,False,False,False,False,False,False,False,False,True,False,60,33 Business & Administration Associate Professionals,25
True,False,False,False,False,False,True,False,False,False,False,False,48,"11 Legislators, Senior Officials & Chief Executives",24
False,False,False,False,False,True,True,False,False,False,False,False,46,93 Labourers & Related Workers,46
False,False,False,False,True,False,False,False,False,False,True,False,39,94 Food Preparation & Kitchen Assistants,27
False,True,False,False,False,False,False,False,False,False,True,False,41,51 Personal Service Workers,57
True,False,False,False,False,False,True,False,False,False,False,False,26,13 Production & Specialised Services Managers,19
False,False,False,True,False,False,False,True,False,False,False,False,60,42 Customer Services Officers & Clerks,56
True,False,False,False,False,False,False,False,False,False,False,True,47,21 Science & Engineering Professionals,42
False,False,True,False,False,False,False,False,True,False,False,False,36,"11 Legislators, Senior Officials & Chief Executives",39
True,False,False,False,False,False,True,False,False,False,False,False,75,33 Business & Administration Associate Professionals,34
False,True,False,False,False,False,False,True,False,False,False,False,41,X1 - X5 Workers Not Elsewhere Classified,43
False,True,False,False,False,False,True,False,False,False,False,False,55,93 Labourers & Related Workers,39
False,True,False,False,False,False,False,False,False,False,True,False,38,24 Business & Administration Professionals,51
False,False,True,False,False,False,False,False,False,False,False,True,29,"26 Legal, Social, Religious & Cultural Professionals",41
True,False,False,False,False,False,True,False,False,False,False,False,71,42 Customer Services Officers & Clerks,41
True,False,False,False,False,False,False,False,False,False,True,False,29,41 General & Keyboard Clerks,36
True,False,False,False,False,False,False,False,False,False,True,False,82,"96 Waste Collection, Recycling & Material Recovery Workers & Other Elementary Workers",39
False,True,False,False,False,False,True,False,False,False,False,False,81,52 Sales Workers,43
False,False,True,False,False,False,False,False,True,False,False,False,74,25 Information & Communications Technology Professionals,22
False,False,False,True,False,False,False,False,False,False,True,False,23,33 Business & Administration Associate Professionals,26
False,True,False,False,False,False,True,False,False,False,False,False,34,93 Labourers & Related Workers,47
False,True,False,False,False,False,False,False,False,False,False,True,34,21 Science & Engineering Professionals,41
False,True,False,False,False,False,False,False,True,False,False,False,53,33 Business & Administration Associate Professionals,38
False,True,False,False,False,False,False,False,False,True,False,False,36,33 Business & Administration Associate Professionals,40
False,False,True,False,False,False,True,False,False,False,False,False,56,43 Numerical & Material-Recording Clerks,43
False,True,False,False,False,False,False,False,False,False,False,True,57,31 Physical & Engineering Science Associate Professionals,34
False,False,False,False,False,True,False,False,False,False,False,True,21,21 Science & Engineering Professionals,32
False,True,False,False,False,False,True,False,False,False,False,False,45,"34 Legal, Social, Cultural & Related Associate Professionals",41
True,False,False,False,False,False,True,False,False,False,False,False,40,12 Administrative & Commercial Managers,30
False,True,False,False,False,False,False,False,False,False,True,False,24,"26 Legal, Social, Religious & Cultural Professionals",44
True,False,False,False,False,False,False,False,False,True,False,False,36,24 Business & Administration Professionals,22
False,True,False,False,False,False,True,False,False,False,False,False,47,33 Business & Administration Associate Professionals,50
False,True,False,False,False,False,False,False,True,False,False,False,29,93 Labourers & Related Workers,44
False,False,False,False,True,False,True,False,False,False,False,False,54,12 Administrative & Commercial Managers,42
False,True,False,False,False,False,False,False,False,False,True,False,52,25 Information & Communications Technology Professionals,49
True,False,False,False,False,False,False,True,False,False,False,False,23,31 Physical & Engineering Science Associate Professionals,56
False,False,False,True,False,False,True,False,False,False,False,False,41,25 Information & Communications Technology Professionals,50
False,False,False,True,False,False,True,False,False,False,False,False,59,24 Business & Administration Professionals,21
False,True,False,False,False,False,False,False,True,False,False,False,58,52 Sales Workers,27
False,True,False,False,False,False,False,True,False,False,False,False,47,21 Science & Engineering Professionals,33
False,False,False,False,True,False,True,False,False,False,False,False,59,25 Information & Communications Technology Professionals,40
False,False,False,True,False,False,True,False,False,False,False,False,48,36 Teaching Associate Professionals,45
False,True,False,False,False,False,True,False,False,False,False,False,44,83 Drivers & Mobile Machinery Operators,32
False,True,False,False,False,False,True,False,False,False,False,False,56,52 Sales Workers,41
False,False,False,False,False,True,True,False,False,False,False,False,34,24 Business & Administration Professionals,32
False,False,False,True,False,False,True,False,False,False,False,False,42,21 Science & Engineering Professionals,33
False,False,True,False,False,False,False,True,False,False,False,False,58,24 Business & Administration Professionals,25
True,False,False,False,False,False,True,False,False,False,False,False,74,"96 Waste Collection, Recycling & Material Recovery Workers & Other Elementary Workers",30
False,False,False,True,False,False,False,True,False,False,False,False,82,41 General & Keyboard Clerks,26
True,False,False,False,False,False,True,False,False,False,False,False,48,41 General & Keyboard Clerks,30
False,True,False,False,False,False,True,False,False,False,False,False,74,54 Protective Services Workers,50
False,True,False,False,False,False,False,False,False,True,False,False,82,X1 - X5 Workers Not Elsewhere Classified,30
False,True,False,False,False,False,False,True,False,False,False,False,37,"34 Legal, Social, Cultural & Related Associate Professionals",66
False,True,False,False,False,False,True,False,False,False,False,False,70,31 Physical & Engineering Science Associate Professionals,44
False,True,False,False,False,False,True,False,False,False,False,False,34,83 Drivers & Mobile Machinery Operators,41
False,False,False,True,False,False,True,False,False,False,False,False,28,83 Drivers & Mobile Machinery Operators,31
False,False,True,False,False,False,False,False,False,True,False,False,18,"11 Legislators, Senior Officials & Chief Executives",47
False,True,False,False,False,False,False,False,False,True,False,False,21,91 Cleaners & Related Workers,34
False,True,False,False,False,False,True,False,False,False,False,False,28,93 Labourers & Related Workers,41
False,False,False,False,False,True,True,False,False,False,False,False,63,21 Science & Engineering Professionals,65
False,False,True,False,False,False,False,False,True,False,False,False,36,91 Cleaners & Related Workers,39
True,False,False,False,False,False,False,False,True,False,False,False,37,25 Information & Communications Technology Professionals,51
False,False,False,False,False,True,True,False,False,False,False,False,72,"26 Legal, Social, Religious & Cultural Professionals",32
False,False,False,True,False,False,True,False,False,False,False,False,64,51 Personal Service Workers,39
False,True,False,False,False,False,True,False,False,False,False,False,88,41 General & Keyboard Clerks,57
False,True,False,False,False,False,True,False,False,False,False,False,20,"26 Legal, Social, Religious & Cultural Professionals",33
True,False,False,False,False,False,False,False,False,True,False,False,59,33 Business & Administration Associate Professionals,58
False,False,True,False,False,False,False,False,False,True,False,False,19,36 Teaching Associate Professionals,47
False,False,True,False,False,False,True,False,False,False,False,False,37,"11 Legislators, Senior Officials & Chief Executives",34
True,False,False,False,False,False,True,False,False,False,False,False,68,13 Production & Specialised Services Managers,46
False,True,False,False,False,False,False,False,False,True,False,False,55,32 Health Associate Professionals,49
False,False,False,True,False,False,False,False,False,True,False,False,42,51 Personal Service Workers,46
False,True,False,False,False,False,False,False,True,False,False,False,58,23 Teaching & Training Professionals,24
False,True,False,False,False,False,True,False,False,False,False,False,51,33 Business & Administration Associate Professionals,32
True,False,False,False,False,False,True,False,False,False,False,False,62,"34 Legal, Social, Cultural & Related Associate Professionals",37
False,False,False,False,True,False,False,False,True,False,False,False,70,83 Drivers & Mobile Machinery Operators,39
False,True,False,False,False,False,True,False,False,False,False,False,29,13 Production & Specialised Services Managers,46
False,True,False,False,False,False,True,False,False,False,False,False,53,31 Physical & Engineering Science Associate Professionals,41
False,True,False,False,False,False,False,False,False,False,True,False,75,43 Numerical & Material-Recording Clerks,26
True,False,False,False,False,False,False,False,False,False,False,True,61,31 Physical & Engineering Science Associate Professionals,43
True,False,False,False,False,False,False,True,False,False,False,False,33,52 Sales Workers,46
False,False,False,False,False,True,False,False,True,False,False,False,35,51 Personal Service Workers,45
False,False,False,True,False,False,False,False,False,True,False,False,49,83 Drivers & Mobile Machinery Operators,50
True,False,False,False,False,False,True,False,False,False,False,False,24,23 Teaching & Training Professionals,48
False,True,False,False,False,False,False,False,False,True,False,False,52,52 Sales Workers,44
False,True,False,False,False,False,False,False,True,False,False,False,61,33 Business & Administration Associate Professionals,39
False,True,False,False,False,False,False,False,False,False,False,True,72,12 Administrative & Commercial Managers,23
True,False,False,False,False,False,True,False,False,False,False,False,30,24 Business & Administration Professionals,44
True,False,False,False,False,False,True,False,False,False,False,False,39,13 Production & Specialised Services Managers,42
False,True,False,False,False,False,True,False,False,False,False,False,24,43 Numerical & Material-Recording Clerks,42
False,False,False,False,False,True,False,False,True,False,False,False,41,31 Physical & Engineering Science Associate Professionals,27
False,False,True,False,False,False,True,False,False,False,False,False,27,"72 Metal, Machinery & Related Trades Workers",29
False,True,False,False,False,False,True,False,False,False,False,False,55,"11 Legislators, Senior Officials & Chief Executives",50
False,True,False,False,False,False,True,False,False,False,False,False,68,52 Sales Workers,39
False,True,False,False,False,False,True,False,False,False,False,False,84,"34 Legal, Social, Cultural & Related Associate Professionals",46
True,False,False,False,False,False,False,False,True,False,False,False,28,51 Personal Service Workers,40
True,False,False,False,False,False,True,False,False,False,False,False,70,23 Teaching & Training Professionals,40
False,True,False,False,False,False,True,False,False,False,False,False,49,41 General & Keyboard Clerks,49
True,False,False,True,False,False,True,False,False,False,False,False,31,83 Drivers & Mobile Machinery Operators,34
False,True,False,False,False,False,True,False,False,False,False,False,32,52 Sales Workers,40
True,False,False,False,False,True,False,False,True,False,False,False,52,25 Information & Communications Technology Professionals,35
False,True,False,False,False,False,False,False,False,True,False,False,30,13 Production & Specialised Services Managers,35
True,True,False,False,False,False,True,False,False,False,False,False,61,36 Teaching Associate Professionals,36
True,False,False,True,False,False,False,False,True,False,False,False,68,24 Business & Administration Professionals,42
True,False,False,False,False,False,False,False,False,False,False,True,89,"11 Legislators, Senior Officials & Chief Executives",35
True,False,False,False,False,False,True,False,False,False,False,False,67,33 Business & Administration Associate Professionals,52
True,True,False,False,False,False,True,False,False,False,False,False,73,13 Production & Specialised Services Managers,31
False,False,True,False,False,False,True,False,False,False,False,False,35,42 Customer Services Officers & Clerks,38
False,False,True,False,False,False,True,False,False,False,False,False,31,"72 Metal, Machinery & Related Trades Workers",35
False,False,True,False,False,False,True,False,False,False,False,False,67,41 General & Keyboard Clerks,54
False,False,True,False,False,False,True,False,False,False,False,False,44,"34 Legal, Social, Cultural & Related Associate Professionals",41
False,True,True,False,False,False,True,False,False,False,False,False,50,21 Science & Engineering Professionals,50
False,False,False,True,True,False,True,False,False,False,False,False,33,41 General & Keyboard Clerks,25
False,False,True,False,False,False,False,False,False,True,False,False,84,33 Business & Administration Associate Professionals,42
True,False,False,True,False,False,True,False,False,False,False,False,64,21 Science & Engineering Professionals,48
True,False,False,False,False,False,True,False,False,False,False,False,71,33 Business & Administration Associate Professionals,40
False,False,True,True,False,False,True,False,False,False,False,False,71,52 Sales Workers,50
True,False,True,False,False,False,True,False,False,False,False,False,31,33 Business & Administration Associate Professionals,34
False,True,True,False,False,False,True,False,False,False,False,False,45,22 Health Professionals,54
True,False,False,False,False,False,False,False,False,False,False,True,83,54 Protective Services Workers,62
False,True,True,False,False,False,True,False,False,False,False,False,60,51 Personal Service Workers,36
False,False,True,False,False,False,False,False,True,False,False,False,25,12 Administrative & Commercial Managers,35
True,False,True,False,False,False,False,False,False,False,False,True,51,35 Information & Communications Technicians,54
False,True,False,False,False,True,False,False,False,False,True,False,34,33 Business & Administration Associate Professionals,55
True,True,False,False,False,False,True,False,False,False,False,False,27,83 Drivers & Mobile Machinery Operators,34
True,True,False,False,False,False,False,True,False,False,False,False,32,51 Personal Service Workers,35
False,False,True,False,False,False,False,False,False,False,True,False,36,31 Physical & Engineering Science Associate Professionals,37
False,True,False,False,False,False,False,False,False,False,False,True,22,21 Science & Engineering Professionals,26
True,False,False,False,False,False,True,False,False,False,False,False,69,31 Physical & Engineering Science Associate Professionals,30
False,True,False,False,False,False,True,False,False,False,False,False,43,91 Cleaners & Related Workers,29
True,False,False,False,True,False,False,False,False,False,False,True,57,36 Teaching Associate Professionals,32
True,True,False,False,False,False,True,False,False,False,False,False,37,93 Labourers & Related Workers,39
True,True,False,False,False,False,True,False,False,False,False,False,55,21 Science & Engineering Professionals,42
True,True,False,False,False,False,False,True,False,False,False,False,47,"14 Hospitality, Retail & Related Services Managers",55
False,True,False,False,False,True,False,False,False,False,True,False,57,83 Drivers & Mobile Machinery Operators,30
True,True,False,False,False,False,False,False,False,False,False,True,34,33 Business & Administration Associate Professionals,49
True,False,False,False,False,False,False,False,True,False,False,False,21,23 Teaching & Training Professionals,37
True,True,False,False,False,False,False,False,True,False,False,False,75,"34 Legal, Social, Cultural & Related Associate Professionals",39
False,True,True,False,False,False,False,True,False,False,False,False,74,"71 Building & Related Trades Workers, Excluding Electricians",46
True,True,False,False,False,False,True,False,False,False,False,False,68,22 Health Professionals,28
True,True,False,False,False,False,True,False,False,False,False,False,31,93 Labourers & Related Workers,43
False,True,False,False,False,False,False,False,True,False,False,False,28,52 Sales Workers,41
False,True,False,False,False,False,True,False,False,False,False,False,44,33 Business & Administration Associate Professionals,44
False,True,False,False,False,True,True,False,False,False,False,False,72,41 General & Keyboard Clerks,42
False,False,True,False,False,False,False,False,False,False,True,False,31,36 Teaching Associate Professionals,64
False,False,False,False,False,True,False,False,False,False,True,False,66,54 Protective Services Workers,33
True,True,False,False,False,False,False,False,False,True,False,False,52,31 Physical & Engineering Science Associate Professionals,34
False,False,False,False,True,False,False,False,False,False,True,False,55,52 Sales Workers,33
True,False,False,False,False,False,True,False,False,False,False,False,54,33 Business & Administration Associate Professionals,34
True,False,False,False,False,False,False,False,False,True,False,False,27,31 Physical & Engineering Science Associate Professionals,33
False,False,True,False,True,False,False,False,True,False,False,False,59,33 Business & Administration Associate Professionals,51
False,False,True,False,False,False,True,False,False,False,False,False,60,52 Sales Workers,54
False,True,False,False,False,True,True,False,False,False,False,False,61,52 Sales Workers,34
True,True,False,False,False,False,False,False,False,True,False,False,78,"11 Legislators, Senior Officials & Chief Executives",31
True,False,False,False,False,False,False,False,False,False,False,True,48,"11 Legislators, Senior Officials & Chief Executives",44
False,False,False,True,False,False,True,False,False,False,False,False,66,51 Personal Service Workers,34
True,False,True,False,False,False,True,False,False,False,False,False,36,52 Sales Workers,46
True,True,False,False,False,False,True,False,False,False,False,False,57,21 Science & Engineering Professionals,42
False,True,False,False,False,False,True,False,False,False,False,False,52,33 Business & Administration Associate Professionals,24
False,False,True,True,False,False,False,False,False,True,False,False,32,83 Drivers & Mobile Machinery Operators,55
False,True,False,False,True,False,True,False,False,False,False,False,30,23 Teaching & Training Professionals,57
True,True,False,False,False,False,True,False,False,False,False,False,54,25 Information & Communications Technology Professionals,33
False,False,True,True,False,False,False,False,False,False,True,False,25,52 Sales Workers,36
False,True,False,False,False,False,False,False,True,False,False,False,39,33 Business & Administration Associate Professionals,42
False,True,False,False,True,False,False,False,False,True,False,False,40,21 Science & Engineering Professionals,43
True,False,False,False,True,False,True,False,False,False,False,False,21,91 Cleaners & Related Workers,46
False,False,False,False,False,True,False,False,False,False,True,False,61,51 Personal Service Workers,60
False,True,False,True,False,False,False,True,False,False,False,False,54,X1 - X5 Workers Not Elsewhere Classified,38
True,False,False,False,False,False,True,False,False,False,False,False,65,91 Cleaners & Related Workers,32
False,False,True,False,False,True,False,False,False,False,False,True,21,42 Customer Services Officers & Clerks,26
True,False,True,False,False,False,True,False,False,False,False,False,24,12 Administrative & Commercial Managers,32
False,True,True,False,False,False,True,False,False,False,False,False,59,43 Numerical & Material-Recording Clerks,39
True,False,False,False,False,False,True,False,False,False,False,False,65,32 Health Associate Professionals,57
True,False,False,False,False,False,False,False,False,False,True,False,76,33 Business & Administration Associate Professionals,34
False,False,True,False,False,False,True,False,False,False,False,False,32,42 Customer Services Officers & Clerks,42
False,True,False,False,False,False,True,False,False,False,False,False,70,41 General & Keyboard Clerks,39
True,True,False,False,False,False,False,False,True,False,False,False,23,"34 Legal, Social, Cultural & Related Associate Professionals",51
True,True,False,False,False,False,True,False,False,False,False,False,57,23 Teaching & Training Professionals,65
False,True,False,False,False,False,False,False,False,False,True,False,73,41 General & Keyboard Clerks,34
True,False,True,False,False,False,True,False,False,False,False,False,76,21 Science & Engineering Professionals,35
False,False,True,False,False,False,True,False,False,False,False,False,31,"14 Hospitality, Retail & Related Services Managers",50
True,True,False,False,False,False,False,False,False,True,False,False,54,23 Teaching & Training Professionals,46
True,True,False,False,False,False,True,False,False,False,False,False,50,13 Production & Specialised Services Managers,58
True,False,True,False,False,False,True,False,False,False,False,False,64,24 Business & Administration Professionals,45
False,True,False,False,False,False,False,True,False,False,False,False,69,23 Teaching & Training Professionals,36
False,False,False,True,False,False,False,False,False,True,False,False,43,23 Teaching & Training Professionals,45
False,True,False,False,False,False,True,False,False,False,False,False,54,42 Customer Services Officers & Clerks,51
True,False,False,False,True,False,True,False,False,False,False,False,68,82 Assemblers & Quality Checkers,48
True,True,False,False,False,False,False,False,True,False,False,False,32,93 Labourers & Related Workers,45
True,True,False,False,False,False,False,True,False,False,False,False,83,25 Information & Communications Technology Professionals,50
False,True,False,False,False,False,True,False,False,False,False,False,23,31 Physical & Engineering Science Associate Professionals,51
False,False,False,True,False,False,True,False,False,False,False,False,77,31 Physical & Engineering Science Associate Professionals,53
False,True,True,False,False,False,True,False,False,False,False,False,28,"34 Legal, Social, Cultural & Related Associate Professionals",46
True,True,False,False,False,False,False,False,False,False,False,True,62,22 Health Professionals,38
True,True,False,False,False,False,True,False,False,False,False,False,59,41 General & Keyboard Clerks,41
True,True,False,False,False,False,False,False,False,True,False,False,25,33 Business & Administration Associate Professionals,52
False,False,False,False,False,True,False,False,False,True,False,False,50,33 Business & Administration Associate Professionals,31
False,False,False,False,False,True,True,False,False,False,False,False,54,"11 Legislators, Senior Officials & Chief Executives",43
True,False,False,False,False,False,False,True,False,False,False,False,24,21 Science & Engineering Professionals,36
True,False,False,False,False,False,False,False,False,False,True,False,27,"34 Legal, Social, Cultural & Related Associate Professionals",40
False,False,True,True,False,False,False,True,False,False,False,False,26,12 Administrative & Commercial Managers,52
False,False,False,True,False,False,False,True,False,False,False,False,62,91 Cleaners & Related Workers,41
False,True,False,True,False,False,False,True,False,False,False,False,78,93 Labourers & Related Workers,40
True,True,False,False,False,False,False,False,False,False,False,True,52,21 Science & Engineering Professionals,26
True,True,False,False,False,False,False,True,False,False,False,False,65,51 Personal Service Workers,47
True,False,False,True,False,False,True,False,False,False,False,False,49,33 Business & Administration Associate Professionals,46
False,True,False,False,False,False,True,False,False,False,False,False,27,24 Business & Administration Professionals,61
False,True,False,False,True,False,True,False,False,False,False,False,35,24 Business & Administration Professionals,36
False,False,True,False,False,False,False,False,False,False,True,False,29,21 Science & Engineering Professionals,42
True,True,False,False,False,False,True,False,False,False,False,False,22,24 Business & Administration Professionals,42
True,False,False,False,False,False,False,True,False,False,False,False,42,52 Sales Workers,55
False,False,False,False,True,False,False,False,True,False,False,False,51,24 Business & Administration Professionals,39
True,False,True,False,False,False,False,True,False,False,False,False,33,23 Teaching & Training Professionals,42
False,True,False,False,True,False,True,False,False,False,False,False,47,23 Teaching & Training Professionals,46
False,False,True,False,False,False,True,False,False,False,False,False,20,21 Science & Engineering Professionals,41
True,True,False,False,False,False,False,False,False,True,False,False,35,83 Drivers & Mobile Machinery Operators,35
True,False,False,False,False,False,False,False,False,False,False,True,48,"11 Legislators, Senior Officials & Chief Executives",41
True,False,False,False,False,False,True,False,False,False,False,False,67,X1 - X5 Workers Not Elsewhere Classified,50
False,True,False,True,False,False,False,False,False,False,True,False,62,44 Other Clerical Support Workers,29
False,True,False,False,False,False,True,False,False,False,False,False,65,"96 Waste Collection, Recycling & Material Recovery Workers & Other Elementary Workers",41
False,True,False,False,True,False,False,False,True,False,False,False,74,33 Business & Administration Associate Professionals,32
False,False,False,False,False,True,True,False,False,False,False,False,44,91 Cleaners & Related Workers,51
False,True,False,False,False,False,True,False,False,False,False,False,26,31 Physical & Engineering Science Associate Professionals,24
True,True,False,False,False,False,True,False,False,False,False,False,56,21 Science & Engineering Professionals,34
False,False,True,False,True,False,False,True,False,False,False,False,47,33 Business & Administration Associate Professionals,43
True,True,False,False,False,False,False,False,False,False,True,False,22,43 Numerical & Material-Recording Clerks,55
True,True,False,False,False,False,False,False,False,False,True,False,41,51 Personal Service Workers,39
True,True,False,False,False,False,False,False,False,False,True,False,45,"14 Hospitality, Retail & Related Services Managers",34
False,False,False,True,False,False,False,False,False,True,False,False,30,12 Administrative & Commercial Managers,58
True,False,False,False,False,False,True,False,False,False,False,False,36,41 General & Keyboard Clerks,25
False,False,False,False,False,True,False,False,False,True,False,False,71,23 Teaching & Training Professionals,18
True,True,False,False,False,False,True,False,False,False,False,False,41,"34 Legal, Social, Cultural & Related Associate Professionals",44
False,True,False,False,False,False,True,False,False,False,False,False,47,"34 Legal, Social, Cultural & Related Associate Professionals",34
True,False,False,False,False,False,False,False,False,False,True,False,73,31 Physical & Engineering Science Associate Professionals,29
False,True,False,False,True,False,False,True,False,False,False,False,46,94 Food Preparation & Kitchen Assistants,47
False,False,True,False,False,False,False,False,False,False,False,True,65,91 Cleaners & Related Workers,42
True,False,False,False,False,False,False,False,True,False,False,False,41,23 Teaching & Training Professionals,34
False,True,False,True,False,False,False,True,False,False,False,False,64,81 Stationary Plant & Machine Operators,27
True,False,False,False,True,False,True,False,False,False,False,False,50,33 Business & Administration Associate Professionals,48
True,False,False,False,False,True,False,True,False,False,False,False,61,23 Teaching & Training Professionals,46
True,False,False,False,False,False,False,False,False,False,False,True,66,"11 Legislators, Senior Officials & Chief Executives",39
True,False,False,False,True,False,False,False,False,False,True,False,39,12 Administrative & Commercial Managers,58
True,False,False,False,False,False,False,True,False,False,False,False,56,12 Administrative & Commercial Managers,29
